City_ID,City,Country,Max Temp,Current description,Lat,Lng,Hotel Name
403,Olinda,BR,78.53,scattered clouds,-8.0089,-34.8553,Hotel Albergue de Olinda
405,Griffin,US,83.19,broken clouds,33.2468,-84.2641,Americas Best Value Inn & Suites Griffin
406,Paka,MY,76.93,overcast clouds,4.6374,103.4368,RUMBIA RESORT VILLA
407,Chalchihuites,MX,70.16,broken clouds,23.4833,-103.8833,Hotel Posada Real
410,Russell,US,87.8,broken clouds,32.3502,-85.1999,Macs
413,Horsham,GB,70.93,scattered clouds,51.064,-0.3272,Springfields Hotel
419,Assiniboia,CA,80.51,broken clouds,49.6334,-105.9845,Canalta Hotel Assiniboia
420,Santa Cruz De La Palma,ES,78.94,few clouds,28.6835,-17.7642,H10 Taburiente Playa
421,Penticton,CA,80.58,smoke,49.4806,-119.5858,Penticton Lakeside Resort & Conference Centre
422,Iquitos,PE,86.04,broken clouds,-3.7481,-73.2472,Casa Morey Hotel & Restaurant
424,Campoverde,PE,85.69,broken clouds,-8.4753,-74.8058,Hospedaje Coral's
429,Staunton,US,73.17,overcast clouds,38.1496,-79.0717,Hotel 24 South
431,Lahat,ID,73.6,overcast clouds,-3.8,103.5333,Hotel Grand Zuri Lahat by ZHM
432,Tiarei,PF,71.62,clear sky,-17.5333,-149.3333,Le Rocher de Tahiti
433,Phan Thiet,VN,77.27,few clouds,10.9333,108.1,Hotel Saigon-PT
434,Afikpo,NG,76.71,moderate rain,5.8931,7.9374,P. Noble Hotels and Suite
436,Vallenar,CL,71.85,overcast clouds,-28.5708,-70.7581,Humacao Bed & Breakfast
437,Dryden,CA,79.09,clear sky,49.7833,-92.7503,"Holiday Inn Express Dryden, an IHG Hotel"
440,Lucea,JM,87.85,broken clouds,18.451,-78.1736,Grand Palladium Jamaica Resort & Spa
441,Sola,VU,77.63,overcast clouds,-13.8833,167.55,Leumerus Bungalows
442,Lagoa,PT,70.88,few clouds,39.05,-27.9833,Casa Das Faias
444,Catalina,US,85.71,overcast clouds,32.5056,-110.9211,Miraval Arizona Resort & Spa
447,Omboue,GA,77.49,overcast clouds,-1.5746,9.2618,Hotel Olako
452,Palmer,US,79.93,broken clouds,42.1584,-72.3287,Wedgewood Motel
454,Asia,PH,79.25,overcast clouds,9.5506,122.5164,Totic’s Little Inn and Restaurant
455,Cedar City,US,84.4,clear sky,37.6775,-113.0619,Hampton Inn Cedar City
456,Sao Filipe,CV,76.03,scattered clouds,14.8961,-24.4956,Hotel Xaguate
459,Kulhudhuffushi,MV,82.31,overcast clouds,6.6221,73.07,Hondaafushi Island Resort
463,Aktau,KZ,79.38,clear sky,43.65,51.2,Silk Way Hotel
466,Ellensburg,US,83.17,clear sky,46.9965,-120.5479,"Holiday Inn Express Ellensburg, an IHG Hotel"
467,Boyolangu,ID,73.62,scattered clouds,-8.1181,111.8935,Yos ega cv
468,Ribeira Grande,PT,79.2,few clouds,38.5167,-28.7,Quinta da Meia Eira
470,Auki,SB,76.55,broken clouds,-8.7676,160.7034,Auki Motel
471,Bengkulu,ID,76.12,moderate rain,-3.8004,102.2655,Grage Hotel Bengkulu
472,Praia Da Vitoria,PT,75.45,broken clouds,38.7333,-27.0667,Hotel Branco I
473,Manay,PH,77.86,overcast clouds,7.215,126.5397,Caryl and Karl Inn
475,Carballo,ES,76.08,clear sky,43.213,-8.691,Pazo do Souto
478,Tirumullaivasal,IN,83.08,overcast clouds,11.2333,79.8333,My own house
480,Nieuwpoort,BE,73.92,broken clouds,51.1244,2.7735,Hotel Gemeente Huis
484,Acarau,BR,84.61,broken clouds,-2.8856,-40.12,castelo pizzaria
486,Fecamp,FR,71.46,broken clouds,49.7579,0.3746,Hôtel d'Angleterre
487,Vanderhoof,CA,71.15,overcast clouds,54.0166,-124.0198,Vanderhoof Inn
488,Havre,FR,71.49,broken clouds,49.5833,0.3333,gite bois jourdain
490,Hambantota,LK,80.01,overcast clouds,6.1241,81.1185,Bungalow 63
497,Manicore,BR,85.95,broken clouds,-5.8092,-61.3003,Hotel Durval
498,Manado,ID,75.97,few clouds,1.487,124.8455,Aryaduta Hotel
501,Iralaya,HN,87.89,scattered clouds,15.0,-83.2333,Iglesia morava renovada
502,Jiazi,CN,80.94,few clouds,22.8779,116.067,Hotel Jin Hao
505,Indramayu,ID,80.94,few clouds,-6.3264,108.32,Grand Trisula Hotel
508,Sal Rei,CV,86.2,broken clouds,16.1833,-22.9167,Marine Club Beach Resort
512,Somerset,US,83.7,clear sky,40.5668,-74.5496,Hilton Garden Inn Bridgewater
513,Buala,SB,79.83,light rain,-8.145,159.5921,Maringe Lagoon Lodge
515,Tambun,ID,80.49,broken clouds,-6.2641,107.0712,@HOM Premiere Tambun
517,Margate,GB,73.9,few clouds,51.3813,1.3862,Premier Inn Margate hotel
522,Dzaoudzi,YT,76.89,few clouds,-12.7887,45.2699,Le Rocher
524,Kaseda,JP,78.67,overcast clouds,31.4167,130.3167,Sun Stay Kaseda
526,Loubomo,CG,80.06,overcast clouds,-4.1997,12.6739,La Dolisienne
528,Los Llanos De Aridane,ES,74.95,few clouds,28.6585,-17.9182,Valle Aridane
529,Suba,PH,82.67,broken clouds,10.8438,121.0102,Casita Bed and Grill
530,Impfondo,CG,77.13,light rain,1.6381,18.0667,Auberge La Place de Jules
531,Krasnystaw,PL,77.2,scattered clouds,50.9846,23.1742,Internat Liceum Ogólnokształcącego nr I
532,Iracoubo,GF,75.25,moderate rain,5.4802,-53.2011,Le Gîte d’Iracoubo
533,Tianpeng,CN,72.07,overcast clouds,30.9866,103.9393,Shuangliu Love Home Business Hotel
535,Vila Velha,BR,75.15,scattered clouds,-20.3297,-40.2925,Quality Suites Vila Velha
536,Pangkalanbuun,ID,74.82,broken clouds,-2.6833,111.6167,Grand Kecubung Hotel
538,Pindiga,NG,76.26,moderate rain,9.9833,10.9333,Accommodation Center
539,Matca,RO,82.92,clear sky,45.85,27.5333,FABYAN HILLS
543,Drumheller,CA,76.5,overcast clouds,51.4617,-112.7101,Ramada by Wyndham Drumheller Hotel & Suites
544,Delcevo,MK,83.3,clear sky,41.9672,22.7694,Vodenica Rooms
546,Pimentel,PE,71.89,broken clouds,-6.8367,-79.9342,Casona Del Muelle
547,Trairi,BR,87.22,broken clouds,-3.2778,-39.2689,janelas do mar
548,Salinopolis,BR,84.06,few clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
549,Mayo,US,82.72,clear sky,38.8876,-76.5119,Resorts Resource Group International
551,Balabac,PH,82.8,broken clouds,7.9868,117.0645,Sing and Swing Lodge
553,Fare,PF,78.42,clear sky,-16.7,-151.0167,Maitai Lapita Village Huahine
557,Kalianget,ID,80.65,clear sky,-7.05,113.9333,Pesanggrahan Garam
560,Port-Gentil,GA,82.36,few clouds,-0.7193,8.7815,Fengshui Residence
562,Saquarema,BR,73.54,scattered clouds,-22.92,-42.5103,Hotel Fazenda Sol e Lua
565,Vanimo,PG,77.14,broken clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
566,Atikokan,CA,86.43,few clouds,48.7555,-91.6216,Quetico Inn (formerly Radisson)
569,Salalah,OM,77.09,overcast clouds,17.0151,54.0924,HAMDAN PLAZA HOTEL SALALAH
