City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current description
259,Kilindoni,TZ,2021-08-14 16:55:08,-7.9139,39.6668,77.13,78,7,16.26,clear sky
260,Hofn,IS,2021-08-14 16:55:08,64.2539,-15.2082,53.13,92,100,11.83,overcast clouds
261,Kalasin,TH,2021-08-14 16:55:09,16.5,103.5,75.58,93,100,9.15,overcast clouds
262,Whitehorse,CA,2021-08-14 16:55:09,60.7161,-135.0538,54.1,71,90,10.36,overcast clouds
263,Huicheng,CN,2021-08-14 16:55:10,23.0385,116.2899,78.75,91,100,7.61,light rain
264,Poum,NC,2021-08-14 16:55:10,-20.2333,164.0167,68.49,65,41,14.74,scattered clouds
265,Olavarria,AR,2021-08-14 16:55:10,-36.8927,-60.3225,57.02,52,0,8.23,clear sky
266,Eshowe,ZA,2021-08-14 16:54:12,-28.8865,31.4699,50.97,78,100,3.06,overcast clouds
267,Worland,US,2021-08-14 16:55:11,44.0169,-107.9554,83.55,25,8,1.74,clear sky
268,Zhanaozen,KZ,2021-08-14 16:55:11,43.3,52.8,83.37,19,0,10.54,clear sky
269,Prado,BR,2021-08-14 16:51:50,-17.3411,-39.2208,76.69,58,13,7.83,few clouds
270,Caravelas,BR,2021-08-14 16:55:12,-17.7125,-39.2481,77.31,56,10,7.94,clear sky
271,Mayo,US,2021-08-14 16:55:12,38.8876,-76.5119,91.36,70,85,4.0,overcast clouds
272,Srednekolymsk,RU,2021-08-14 16:55:12,67.45,153.6833,45.14,91,100,10.56,moderate rain
273,Ibra,OM,2021-08-14 16:55:13,22.6906,58.5334,91.26,39,63,10.92,broken clouds
274,Walvis Bay,NA,2021-08-14 16:55:13,-22.9575,14.5053,58.15,77,0,9.22,clear sky
275,Wanaka,NZ,2021-08-14 16:55:14,-44.7,169.15,32.54,80,7,5.59,clear sky
276,Henties Bay,NA,2021-08-14 16:55:14,-22.116,14.2845,54.86,78,0,3.0,clear sky
277,Pitimbu,BR,2021-08-14 16:55:14,-7.4706,-34.8086,84.79,71,35,14.72,scattered clouds
278,San Juan,AR,2021-08-14 16:55:15,-31.5375,-68.5364,67.82,18,7,6.42,clear sky
279,Mountain Home,US,2021-08-14 16:55:15,43.133,-115.6912,81.88,21,1,11.5,haze
280,Columbus,US,2021-08-14 16:51:12,39.9612,-82.9988,81.7,57,90,1.01,overcast clouds
281,Coquimbo,CL,2021-08-14 16:55:15,-29.9533,-71.3436,56.93,67,20,9.22,few clouds
282,Chicama,PE,2021-08-14 16:55:16,-7.8447,-79.1469,64.94,59,46,9.53,scattered clouds
283,Tasiilaq,GL,2021-08-14 16:55:16,65.6145,-37.6368,42.06,87,29,8.23,scattered clouds
284,Rafai,CF,2021-08-14 16:55:16,4.95,23.9167,74.39,80,94,2.24,overcast clouds
285,Bambous Virieux,MU,2021-08-14 16:55:01,-20.3428,57.7575,73.65,73,75,12.66,broken clouds
286,Sarkand,KZ,2021-08-14 16:55:17,45.41,79.9186,57.63,71,47,4.36,scattered clouds
287,Aklavik,CA,2021-08-14 16:55:17,68.2191,-135.0107,49.03,87,40,8.05,haze
288,Ponta Do Sol,PT,2021-08-14 16:55:18,32.6667,-17.1,85.71,72,86,0.2,overcast clouds
289,San Antonio,US,2021-08-14 16:51:52,29.4241,-98.4936,92.28,64,20,0.0,few clouds
290,Amapa,BR,2021-08-14 16:55:18,1.0,-52.0,85.51,62,77,5.88,broken clouds
291,Luancheng,CN,2021-08-14 16:55:18,37.8792,114.6517,73.56,88,0,5.7,clear sky
292,Mount Gambier,AU,2021-08-14 16:55:19,-37.8333,140.7667,46.31,100,6,11.5,clear sky
293,Kuzino,RU,2021-08-14 16:55:19,57.0224,59.4412,64.11,86,52,6.06,broken clouds
294,Port Macquarie,AU,2021-08-14 16:55:19,-31.4333,152.9167,48.16,100,25,0.0,scattered clouds
295,Poronaysk,RU,2021-08-14 16:55:20,49.2167,143.1167,52.41,89,98,4.56,overcast clouds
296,Druskininkai,LT,2021-08-14 16:55:20,54.0167,23.9667,67.96,89,100,5.73,overcast clouds
297,Tura,IN,2021-08-14 16:55:20,25.5198,90.2201,74.01,96,99,4.85,overcast clouds
298,Itarema,BR,2021-08-14 16:55:21,-2.9248,-39.9167,87.28,50,60,17.11,broken clouds
299,Avarua,CK,2021-08-14 16:55:21,-21.2078,-159.775,69.85,78,20,5.75,light rain
300,Lovozero,RU,2021-08-14 16:55:22,68.005,35.0117,55.11,71,58,7.07,broken clouds
301,Manicore,BR,2021-08-14 16:55:22,-5.8092,-61.3003,82.35,74,90,4.61,overcast clouds
302,Valparaiso,CL,2021-08-14 16:55:22,-33.0393,-71.6273,58.64,65,75,3.44,haze
303,Saint-Augustin,CA,2021-08-14 16:55:23,51.226,-58.6502,73.18,73,71,8.9,broken clouds
304,Bandarbeyla,SO,2021-08-14 16:55:23,9.4942,50.8122,77.18,83,56,32.44,broken clouds
305,Bowen,AU,2021-08-14 16:55:23,-20.0167,148.2333,66.42,89,62,11.97,broken clouds
306,Abnub,EG,2021-08-14 16:55:24,27.2696,31.1511,98.82,13,0,11.07,clear sky
307,Rapid Valley,US,2021-08-14 16:55:24,44.0625,-103.1463,91.15,44,1,1.01,clear sky
308,Wufeng,CN,2021-08-14 16:55:24,27.45,104.8333,59.2,95,100,0.85,overcast clouds
309,Micco,US,2021-08-14 16:55:25,27.8806,-80.5003,88.07,69,100,1.99,overcast clouds
310,Kiama,AU,2021-08-14 16:55:25,-34.6833,150.8667,53.01,81,3,6.02,clear sky
311,Mlonggo,ID,2021-08-14 16:55:25,-6.5333,110.7,79.41,80,82,5.86,broken clouds
312,Lashio,MM,2021-08-14 16:55:26,22.9333,97.75,68.49,100,100,1.45,overcast clouds
313,Muravlenko,RU,2021-08-14 16:55:26,63.7898,74.523,62.06,75,2,14.63,clear sky
314,Kumluca,TR,2021-08-14 16:55:27,36.3703,30.2869,84.16,55,0,7.92,clear sky
315,Ayan,RU,2021-08-14 16:55:27,56.45,138.1667,64.78,77,56,4.79,broken clouds
316,Sosnogorsk,RU,2021-08-14 16:55:27,63.6023,53.8817,60.35,68,74,14.54,broken clouds
317,Jumla,NP,2021-08-14 16:55:28,29.2747,82.1838,61.63,90,71,2.06,broken clouds
318,Ambon,ID,2021-08-14 16:55:28,-3.6954,128.1814,78.94,89,40,5.75,scattered clouds
319,Lavrentiya,RU,2021-08-14 16:55:28,65.5833,-171.0,45.45,96,99,6.46,overcast clouds
320,Liberal,US,2021-08-14 16:55:29,37.0431,-100.921,85.15,51,1,5.75,clear sky
321,Wasilla,US,2021-08-14 16:55:29,61.5814,-149.4394,53.85,93,40,0.0,mist
322,Kasongo-Lunda,CD,2021-08-14 16:55:29,-6.4667,16.8167,83.7,44,66,1.9,broken clouds
323,Hasaki,JP,2021-08-14 16:54:44,35.7333,140.8333,70.2,94,100,2.93,overcast clouds
324,Uthal,PK,2021-08-14 16:55:30,25.8072,66.6219,80.96,76,81,12.01,broken clouds
325,Shirokiy,RU,2021-08-14 16:55:31,49.758,129.523,59.56,86,15,2.59,few clouds
326,Salinas,US,2021-08-14 16:51:15,36.6777,-121.6555,79.03,72,40,3.44,scattered clouds
327,La Primavera,CO,2021-08-14 16:55:31,5.4906,-70.4092,72.93,94,100,5.73,light rain
328,Alyangula,AU,2021-08-14 16:55:31,-13.8483,136.4192,69.67,94,5,0.0,clear sky
329,Marystown,CA,2021-08-14 16:55:32,47.1666,-55.1483,71.51,87,95,5.12,overcast clouds
330,Tateyama,JP,2021-08-14 16:55:32,34.9833,139.8667,69.82,90,100,24.76,light rain
331,Praxedis Guerrero,MX,2021-08-14 16:55:32,31.3667,-106.0167,72.99,75,100,5.75,overcast clouds
332,Ban Nahin,LA,2021-08-14 16:55:33,18.2418,104.2122,74.46,99,100,2.8,overcast clouds
333,Divnogorsk,RU,2021-08-14 16:55:33,55.9594,92.3619,57.69,97,100,3.83,overcast clouds
334,Devonport,AU,2021-08-14 16:55:34,-41.1667,146.35,54.09,80,84,18.45,broken clouds
335,Almeirim,BR,2021-08-14 16:54:08,-1.5233,-52.5817,87.6,59,88,3.94,overcast clouds
336,Dombarovskiy,RU,2021-08-14 16:55:34,50.7587,59.5386,70.81,26,7,6.31,clear sky
337,Spassk,RU,2021-08-14 16:55:35,52.747,87.7545,55.06,99,100,2.39,overcast clouds
338,Shelburne,CA,2021-08-14 16:55:35,44.0787,-80.2041,72.66,42,0,11.34,clear sky
339,Roswell,US,2021-08-14 16:55:36,34.0232,-84.3616,93.74,59,20,1.01,few clouds
340,Xichang,CN,2021-08-14 16:55:36,27.8964,102.2634,64.81,90,100,0.31,overcast clouds
341,Manoharpur,IN,2021-08-14 16:55:36,27.3,75.95,83.35,59,73,8.93,broken clouds
342,The Pas,CA,2021-08-14 16:55:37,53.8251,-101.2541,75.22,53,1,12.06,clear sky
343,Bumba,CD,2021-08-14 16:55:23,2.1833,22.4667,77.63,69,67,1.52,broken clouds
344,Bundibugyo,UG,2021-08-14 16:55:37,0.7414,30.0417,67.6,96,99,3.24,light rain
345,Quatre Cocos,MU,2021-08-14 16:55:07,-20.2078,57.7625,73.51,76,13,15.3,few clouds
346,Omsukchan,RU,2021-08-14 16:55:38,62.5333,155.8,54.7,86,90,8.68,overcast clouds
347,Jiazi,CN,2021-08-14 16:55:38,22.8779,116.067,80.08,88,100,8.59,light rain
348,Chitungwiza,ZW,2021-08-14 16:55:38,-18.0127,31.0756,55.51,75,3,12.48,clear sky
349,Petropavlovsk-Kamchatskiy,RU,2021-08-14 16:55:39,53.0452,158.6483,48.79,100,75,4.47,broken clouds
350,Council Bluffs,US,2021-08-14 16:55:00,41.2619,-95.8608,83.3,46,1,1.99,clear sky
351,Batemans Bay,AU,2021-08-14 16:55:39,-35.7167,150.1833,45.91,83,2,4.76,clear sky
352,Fortuna,US,2021-08-14 16:55:40,40.5982,-124.1573,55.74,56,43,5.86,scattered clouds
353,Santa Cruz Del Sur,CU,2021-08-14 16:55:40,20.7147,-77.9956,86.61,62,78,9.04,light rain
354,Ares,BR,2021-08-14 16:55:40,-6.1944,-35.1603,88.34,50,18,17.05,few clouds
355,Dhar,IN,2021-08-14 16:55:41,22.6,75.3,74.05,79,3,5.55,clear sky
356,Kachiry,KZ,2021-08-14 16:55:41,53.0675,76.1036,58.33,68,20,7.31,few clouds
357,Olafsvik,IS,2021-08-14 16:55:41,64.8945,-23.7142,54.68,78,57,13.11,broken clouds
358,Camacha,PT,2021-08-14 16:55:42,33.0833,-16.3333,74.62,69,20,13.8,few clouds
359,Bilibino,RU,2021-08-14 16:55:42,68.0546,166.4372,43.18,78,99,5.03,overcast clouds
360,Togur,RU,2021-08-14 16:55:42,58.3631,82.8265,55.31,90,91,6.13,overcast clouds
361,Edd,ER,2021-08-14 16:55:43,13.9297,41.6925,92.07,55,22,3.31,few clouds
362,Goya,AR,2021-08-14 16:55:43,-29.14,-59.2626,71.33,41,0,4.65,clear sky
363,Gerash,IR,2021-08-14 16:55:44,27.6652,54.1371,89.74,29,66,4.52,broken clouds
364,Kloulklubed,PW,2021-08-14 16:55:44,7.0419,134.2556,75.7,74,21,9.24,few clouds
365,Honiara,SB,2021-08-14 16:55:44,-9.4333,159.95,76.53,89,100,4.9,overcast clouds
366,Lubao,PH,2021-08-14 16:55:45,14.9167,120.55,82.42,85,97,3.38,overcast clouds
367,Xinglongshan,CN,2021-08-14 16:55:45,43.9561,125.4661,65.95,94,20,2.24,few clouds
368,Khed Brahma,IN,2021-08-14 16:55:45,24.0333,73.05,81.9,65,56,5.91,broken clouds
369,Ancud,CL,2021-08-14 16:55:46,-41.8697,-73.8203,48.42,69,100,3.74,overcast clouds
370,Port Hardy,CA,2021-08-14 16:55:46,50.6996,-127.4199,59.18,88,75,5.75,broken clouds
371,Barra Do Corda,BR,2021-08-14 16:55:46,-5.5,-45.25,98.37,23,5,7.61,clear sky
372,Starosubkhangulovo,RU,2021-08-14 16:55:47,53.1031,57.4423,61.88,50,7,2.13,clear sky
373,Avera,US,2021-08-14 16:55:47,33.194,-82.5271,93.7,49,87,5.12,overcast clouds
374,Buala,SB,2021-08-14 16:55:47,-8.145,159.5921,80.01,83,95,9.57,overcast clouds
375,Teya,RU,2021-08-14 16:55:48,60.3778,92.6267,54.5,95,99,3.04,overcast clouds
376,Raga,SS,2021-08-14 16:55:48,8.4596,25.678,71.78,89,100,2.08,overcast clouds
377,Vestmannaeyjar,IS,2021-08-14 16:55:48,63.4427,-20.2734,59.99,77,20,19.57,few clouds
378,Xacmaz,AZ,2021-08-14 16:55:49,41.4635,48.806,78.08,68,86,3.56,overcast clouds
379,Korla,CN,2021-08-14 16:55:49,41.7597,86.1469,81.77,28,98,7.56,overcast clouds
380,Suhbaatar,MN,2021-08-14 16:55:50,50.2314,106.2078,63.09,86,7,1.54,clear sky
381,Peniche,PT,2021-08-14 16:55:50,39.3558,-9.3811,90.88,85,91,16.91,overcast clouds
382,Amuntai,ID,2021-08-14 16:55:50,-2.4177,115.2494,73.24,98,100,1.16,overcast clouds
383,Sambava,MG,2021-08-14 16:54:18,-14.2667,50.1667,72.75,81,0,16.28,clear sky
384,Jamame,SO,2021-08-14 16:55:51,0.0722,42.7506,75.13,84,27,13.22,scattered clouds
385,Pimenta Bueno,BR,2021-08-14 16:55:51,-11.6725,-61.1936,100.98,17,34,2.55,scattered clouds
386,Biak,ID,2021-08-14 16:55:51,-0.9131,122.8766,74.91,87,30,8.48,scattered clouds
387,Ambilobe,MG,2021-08-14 16:55:52,-13.2,49.05,72.48,75,0,2.19,clear sky
388,Rodrigues Alves,BR,2021-08-14 16:55:52,-7.738,-72.6509,84.4,28,96,2.28,overcast clouds
389,Rocha,UY,2021-08-14 16:55:33,-34.4833,-54.3333,55.9,86,100,6.22,overcast clouds
390,Fukue,JP,2021-08-14 16:55:53,32.6881,128.8419,78.53,81,100,16.53,overcast clouds
391,Port Blair,IN,2021-08-14 16:55:53,11.6667,92.75,81.5,84,100,13.49,overcast clouds
392,Nhulunbuy,AU,2021-08-14 16:54:20,-12.2333,136.7667,75.81,88,40,9.22,scattered clouds
393,Ise,JP,2021-08-14 16:55:53,34.4833,136.7,78.12,88,100,10.36,light rain
394,Newport,GB,2021-08-14 16:55:54,51.5877,-2.9984,73.85,71,97,9.01,overcast clouds
395,Shaowu,CN,2021-08-14 16:55:54,27.3409,117.4831,75.25,99,100,0.72,overcast clouds
396,Monrovia,LR,2021-08-14 16:55:54,6.3005,-10.7969,83.97,71,100,8.72,overcast clouds
397,Naze,JP,2021-08-14 16:55:55,28.3667,129.4833,78.28,88,100,14.7,overcast clouds
398,Volsk,RU,2021-08-14 16:55:55,52.0333,47.3833,75.72,43,100,15.14,overcast clouds
399,Pisco,PE,2021-08-14 16:55:55,-13.7,-76.2167,62.65,88,90,4.61,mist
400,Qasigiannguit,GL,2021-08-14 16:55:56,68.8193,-51.1922,46.98,90,99,1.86,overcast clouds
401,Jutai,BR,2021-08-14 16:55:56,-5.1833,-68.9,94.37,30,91,3.11,overcast clouds
402,Santiago Del Estero,AR,2021-08-14 16:55:56,-27.7951,-64.2615,66.81,19,0,2.95,clear sky
403,Tarn Taran,IN,2021-08-14 16:55:57,31.45,74.9253,85.89,56,5,8.05,clear sky
404,Safford,US,2021-08-14 16:55:57,32.834,-109.7076,76.51,58,97,6.82,overcast clouds
405,Vao,NC,2021-08-14 16:55:31,-22.6667,167.4833,66.42,63,26,16.04,scattered clouds
406,Pimentel,PE,2021-08-14 16:55:58,-6.8367,-79.9342,73.69,80,0,8.01,clear sky
407,Tuscaloosa,US,2021-08-14 16:54:55,33.2098,-87.5692,92.64,71,75,1.01,broken clouds
408,Phangnga,TH,2021-08-14 16:55:58,8.4509,98.5298,77.11,92,100,2.46,light rain
409,Ambulu,ID,2021-08-14 16:55:58,-8.345,113.6058,74.61,91,12,4.12,few clouds
410,Lamu,KE,2021-08-14 16:54:17,-2.2717,40.902,75.42,85,16,17.02,few clouds
411,Puqi,CN,2021-08-14 16:55:59,29.7167,113.8833,71.98,97,100,1.12,light rain
412,Puri,IN,2021-08-14 16:55:59,19.8,85.85,79.32,77,90,8.86,overcast clouds
413,Listvyanskiy,RU,2021-08-14 16:56:00,54.4399,83.4984,58.19,83,100,3.71,overcast clouds
414,Mizan Teferi,ET,2021-08-14 16:56:00,6.9833,35.5833,61.66,99,100,0.29,heavy intensity rain
415,Vostok,RU,2021-08-14 16:56:00,46.4856,135.8833,55.31,84,83,3.29,broken clouds
416,Kande,TG,2021-08-14 16:56:01,9.9578,1.0447,80.94,90,98,5.17,moderate rain
417,Stadtallendorf,DE,2021-08-14 16:56:01,50.8333,9.0167,80.85,53,7,7.45,clear sky
418,Inongo,CD,2021-08-14 16:56:01,-1.95,18.2667,75.09,61,53,2.68,broken clouds
419,Dingle,PH,2021-08-14 16:54:30,10.9995,122.6711,75.83,90,44,3.09,scattered clouds
420,Donghai,CN,2021-08-14 16:56:02,22.9459,115.642,79.03,89,100,4.52,overcast clouds
421,Belaya Gora,RU,2021-08-14 16:56:02,68.5333,146.4167,44.4,82,100,8.46,overcast clouds
422,Abay,KZ,2021-08-14 16:56:03,49.6311,72.8539,44.98,59,52,5.82,broken clouds
423,Zhenlai,CN,2021-08-14 16:56:03,45.8495,123.2973,61.75,91,7,5.86,clear sky
424,Siderno,IT,2021-08-14 16:56:04,38.2779,16.302,87.01,54,2,4.36,clear sky
425,Lac Du Bonnet,CA,2021-08-14 16:55:23,50.2536,-96.0612,80.85,27,45,8.79,scattered clouds
426,Narsaq,GL,2021-08-14 16:56:04,60.9167,-46.05,51.66,79,100,1.23,light rain
427,Deniliquin,AU,2021-08-14 16:56:04,-35.5333,144.9667,52.03,59,100,5.5,overcast clouds
428,Coxim,BR,2021-08-14 16:56:05,-18.5067,-54.76,95.56,19,21,3.04,few clouds
429,Bangkal,PH,2021-08-14 16:56:05,6.0667,121.0667,78.28,87,71,5.44,broken clouds
430,Denpasar,ID,2021-08-14 16:56:05,-8.65,115.2167,78.46,94,75,9.22,broken clouds
431,Asau,RO,2021-08-14 16:56:06,46.4333,26.4,76.39,61,20,1.95,few clouds
432,Tawau,MY,2021-08-14 16:56:06,4.2498,117.8871,77.13,86,31,3.96,scattered clouds
433,Vardo,NO,2021-08-14 16:56:07,70.3705,31.1107,50.14,84,84,3.85,broken clouds
434,Hami,CN,2021-08-14 16:55:38,42.8,93.45,91.2,17,62,10.65,broken clouds
435,Evensk,RU,2021-08-14 16:56:07,61.95,159.2333,49.5,99,100,7.96,overcast clouds
436,Porto Santo,PT,2021-08-14 16:56:08,33.072,-16.3415,77.38,69,20,13.8,few clouds
437,Acarau,BR,2021-08-14 16:54:23,-2.8856,-40.12,88.36,50,61,16.98,broken clouds
438,Morgan City,US,2021-08-14 16:56:08,29.6994,-91.2068,91.04,55,22,5.21,few clouds
439,Mazagao,BR,2021-08-14 16:56:09,-0.115,-51.2894,87.85,57,52,6.82,broken clouds
440,Dana Point,US,2021-08-14 16:54:59,33.467,-117.6981,89.35,69,5,4.0,clear sky
441,Coahuayana,MX,2021-08-14 16:56:09,18.7333,-103.6833,88.95,62,62,3.36,broken clouds
442,Bowling Green,US,2021-08-14 16:56:09,36.9903,-86.4436,85.1,70,100,2.66,overcast clouds
443,Maumere,ID,2021-08-14 16:56:10,-8.6199,122.2111,77.09,66,4,2.35,clear sky
444,Salinopolis,BR,2021-08-14 16:56:10,-0.6136,-47.3561,83.16,75,79,10.63,broken clouds
445,Anadyr,RU,2021-08-14 16:56:11,64.75,177.4833,54.1,87,20,2.24,few clouds
446,Veinticinco De Mayo,AR,2021-08-14 16:56:11,-35.4323,-60.1727,59.16,49,0,5.26,clear sky
447,Boa Vista,BR,2021-08-14 16:56:11,2.8197,-60.6733,84.18,61,75,5.75,broken clouds
448,Yantal,RU,2021-08-14 16:56:12,56.8471,105.2542,68.63,69,100,3.56,overcast clouds
449,Mecca,SA,2021-08-14 16:56:12,21.4267,39.8261,97.43,27,64,10.11,broken clouds
450,Prince Rupert,CA,2021-08-14 16:56:12,54.3161,-130.3201,59.09,94,90,2.3,mist
451,Tautira,PF,2021-08-14 16:56:13,-17.7333,-149.15,73.42,76,24,10.11,light rain
452,Urazovo,RU,2021-08-14 16:56:13,50.0836,38.0395,70.9,55,100,7.2,overcast clouds
453,Nizhniy Baskunchak,RU,2021-08-14 16:56:13,48.2198,46.8311,87.48,25,7,18.12,clear sky
454,Toamasina,MG,2021-08-14 16:56:14,-18.1667,49.3833,73.4,83,75,16.11,shower rain
455,Impfondo,CG,2021-08-14 16:56:14,1.6381,18.0667,81.57,62,89,1.9,overcast clouds
456,George Town,MY,2021-08-14 16:54:22,5.4112,100.3354,82.33,90,20,3.44,few clouds
457,Hima,UG,2021-08-14 16:56:14,0.2958,30.1804,69.03,87,86,1.99,moderate rain
458,Wenling,CN,2021-08-14 16:56:15,28.3669,121.36,78.75,93,99,1.19,moderate rain
459,Havre-Saint-Pierre,CA,2021-08-14 16:56:15,50.2334,-63.5986,79.16,73,20,10.36,few clouds
460,San Rafael,AR,2021-08-14 16:54:17,-34.6177,-68.3301,67.57,11,12,5.91,few clouds
461,Yar-Sale,RU,2021-08-14 16:56:16,66.8333,70.8333,63.55,75,100,12.15,light rain
462,Richards Bay,ZA,2021-08-14 16:56:16,-28.783,32.0377,58.05,78,100,2.8,overcast clouds
463,Dalbandin,PK,2021-08-14 16:56:16,28.8947,64.4101,94.21,9,7,20.58,clear sky
464,Darhan,MN,2021-08-14 16:56:17,49.4867,105.9228,62.87,84,5,2.71,clear sky
465,Lydenburg,ZA,2021-08-14 16:56:17,-25.0978,30.4597,49.28,94,57,4.32,broken clouds
466,Saldanha,ZA,2021-08-14 16:56:17,-33.0117,17.9442,60.85,70,0,12.1,clear sky
467,Chebsara,RU,2021-08-14 16:56:18,59.2002,38.8356,67.33,85,75,5.82,broken clouds
468,Gold Coast,AU,2021-08-14 16:56:18,-28.0,153.4333,61.03,96,77,6.91,broken clouds
469,Labuhan,ID,2021-08-14 16:55:13,-6.8844,112.2051,77.85,81,56,7.2,broken clouds
470,Weligama,LK,2021-08-14 16:56:18,5.9667,80.4167,78.84,85,93,12.66,overcast clouds
471,Vysokogornyy,RU,2021-08-14 16:56:19,50.1167,139.15,52.12,86,55,1.54,broken clouds
472,Adrar,MR,2021-08-14 16:56:19,20.5022,-10.0711,106.34,13,6,14.47,clear sky
473,Cap-Aux-Meules,CA,2021-08-14 16:56:20,47.3821,-61.8597,80.65,78,1,9.22,clear sky
474,Alapur,IN,2021-08-14 16:56:20,27.9555,79.2269,86.29,62,92,9.6,overcast clouds
475,Ilulissat,GL,2021-08-14 16:54:55,69.2167,-51.1,45.81,93,100,5.66,overcast clouds
476,Cusco,PE,2021-08-14 16:56:21,-13.5183,-71.9781,62.83,29,40,2.3,scattered clouds
477,Momignies,BE,2021-08-14 16:56:21,50.0271,4.1652,75.4,69,2,3.4,clear sky
478,Shumskiy,RU,2021-08-14 16:56:21,54.8318,99.1328,59.09,96,58,4.74,broken clouds
479,Norman Wells,CA,2021-08-14 16:56:22,65.282,-126.8329,51.84,93,75,10.36,light rain
480,Sokolo,ML,2021-08-14 16:56:22,14.7328,-6.1219,74.62,77,89,14.14,overcast clouds
481,Ulaanbaatar,MN,2021-08-14 16:54:07,47.9077,106.8832,55.53,82,0,2.24,clear sky
482,Santa Lucia,ES,2021-08-14 16:56:23,27.9117,-15.5407,76.77,69,20,34.52,few clouds
483,Jatiroto,ID,2021-08-14 16:56:23,-7.8833,111.1167,72.64,92,33,2.53,scattered clouds
484,Kousseri,CM,2021-08-14 16:56:23,12.0769,15.0306,76.96,88,40,3.44,thunderstorm
485,Sola,VU,2021-08-14 16:56:24,-13.8833,167.55,77.11,81,87,27.49,overcast clouds
486,Shebalino,RU,2021-08-14 16:56:24,51.2917,85.6772,51.8,100,100,2.71,overcast clouds
487,Conceicao Do Araguaia,BR,2021-08-14 16:56:24,-8.2578,-49.2647,93.33,26,0,9.22,clear sky
488,Mezhdurechensk,RU,2021-08-14 16:56:04,53.6942,88.0603,56.55,98,100,0.74,overcast clouds
489,Inuvik,CA,2021-08-14 16:56:25,68.3499,-133.7218,49.21,81,20,4.61,few clouds
490,Oktyabrskoye,RU,2021-08-14 16:56:25,43.0645,44.7417,69.94,88,75,2.24,broken clouds
491,Poddorye,RU,2021-08-14 16:56:26,57.4695,31.1156,64.49,89,89,8.57,overcast clouds
492,Kalnibolotskaya,RU,2021-08-14 16:56:26,46.0058,40.4568,69.26,86,100,8.77,overcast clouds
493,Floro,NO,2021-08-14 16:56:26,61.5996,5.0328,60.76,72,20,9.22,few clouds
494,Falam,MM,2021-08-14 16:56:27,22.9167,93.6833,64.74,99,100,1.72,overcast clouds
495,Sheridan,US,2021-08-14 16:56:27,44.8333,-106.9173,89.31,32,4,1.01,clear sky
496,Buchanan,LR,2021-08-14 16:56:27,5.8808,-10.0467,84.16,67,92,8.88,overcast clouds
497,Kashi,CN,2021-08-14 16:56:28,39.4547,75.9797,72.61,43,20,2.24,few clouds
498,Te Anau,NZ,2021-08-14 16:56:28,-45.4167,167.7167,42.49,97,100,6.38,overcast clouds
499,San Patricio,US,2021-08-14 16:56:28,28.017,-97.5169,92.05,48,28,5.82,light rain
500,Kenai,US,2021-08-14 16:56:29,60.5544,-151.2583,54.03,94,100,1.95,light rain
501,Fecamp,FR,2021-08-14 16:56:29,49.7579,0.3746,82.45,62,0,5.37,clear sky
502,Valdivia,CL,2021-08-14 16:56:30,-39.8142,-73.2459,42.89,68,100,1.39,overcast clouds
503,Grindavik,IS,2021-08-14 16:56:30,63.8424,-22.4338,57.15,87,75,16.11,broken clouds
504,Mehamn,NO,2021-08-14 16:56:30,71.0357,27.8492,49.62,85,90,12.46,overcast clouds
505,Maragogi,BR,2021-08-14 16:56:31,-9.0122,-35.2225,77.9,75,57,10.33,broken clouds
506,Chokwe,MZ,2021-08-14 16:56:31,-24.5333,32.9833,64.63,63,100,10.13,overcast clouds
507,San Cristobal,VE,2021-08-14 16:56:32,7.7669,-72.225,78.98,80,99,4.79,overcast clouds
508,Tromso,NO,2021-08-14 16:54:41,69.6496,18.957,57.85,76,20,12.66,few clouds
509,Awjilah,LY,2021-08-14 16:56:32,29.1081,21.2869,95.95,21,0,10.42,clear sky
510,Carroll,US,2021-08-14 16:56:33,39.5501,-77.0164,88.92,65,75,4.0,broken clouds
511,Giyani,ZA,2021-08-14 16:56:33,-23.3025,30.7187,60.57,59,100,5.35,overcast clouds
512,Basco,PH,2021-08-14 16:56:34,20.4487,121.9702,84.31,69,2,4.16,clear sky
513,Katsuura,JP,2021-08-14 16:56:34,35.1333,140.3,69.91,92,100,21.09,light rain
514,Baykit,RU,2021-08-14 16:56:34,61.67,96.37,56.52,95,100,3.51,overcast clouds
515,Timaru,NZ,2021-08-14 16:56:35,-44.4,171.25,38.95,63,9,6.82,clear sky
516,Ebejico,CO,2021-08-14 16:56:35,6.326,-75.7683,72.75,80,100,0.94,moderate rain
517,Nsoko,SZ,2021-08-14 16:56:35,-27.0333,31.95,56.48,86,94,2.95,light rain
518,Ayame,CI,2021-08-14 16:56:36,5.6083,-3.1563,82.72,54,70,9.15,broken clouds
519,Lodwar,KE,2021-08-14 16:56:36,3.1191,35.5973,91.18,30,8,8.32,clear sky
520,Namatanai,PG,2021-08-14 16:55:59,-3.6667,152.4333,78.66,83,15,7.61,light rain
521,Aksarka,RU,2021-08-14 16:56:37,66.5606,67.7975,66.2,73,72,12.35,broken clouds
522,Sao Sebastiao,BR,2021-08-14 16:54:54,-23.76,-45.4097,66.67,93,97,8.21,overcast clouds
523,Nouakchott,MR,2021-08-14 16:54:16,18.0858,-15.9785,89.53,77,15,15.32,few clouds
